split,model,train_active_rate,test_active_rate,balanced_accuracy,f1,precision,recall,roc_auc
rolling_test_2023,gradient_boosting,0.7471307619943556,0.75729794933655,0.8318580077356821,0.9241205237419151,0.9153125,0.9330997132844855,0.9419489751519554
rolling_test_2024,dummy,0.7515856236786469,0.7292296072507553,0.5,0.8434155929242193,0.7292296072507553,1.0,
rolling_test_2024,logistic_regression,0.7515856236786469,0.7292296072507553,0.8692596821874907,0.9016616725687824,0.9511494252873564,0.8570688762299327,0.9419865954221187
rolling_test_2024,random_forest,0.7515856236786469,0.7292296072507553,0.883789373555012,0.9192663007095997,0.9517604657610202,0.8889176592439151,0.948129758394022
rolling_test_2024,gradient_boosting,0.7515856236786469,0.7292296072507553,0.8587569978772533,0.9279753498523559,0.9202953908836262,0.9357845675815639,0.95363217907632
rolling_test_2025,dummy,0.7435619409053944,0.6782445923460898,0.5,0.8082785971000124,0.6782445923460898,1.0,
rolling_test_2025,logistic_regression,0.7435619409053944,0.6782445923460898,0.8602571734234703,0.8867376573088093,0.9356486210418795,0.8426862925482981,0.9393542853416225
rolling_test_2025,random_forest,0.7435619409053944,0.6782445923460898,0.8806740727569777,0.9057265911628649,0.9438164893617021,0.8705918429929469,0.9438126676613607
rolling_test_2025,gradient_boosting,0.7435619409053944,0.6782445923460898,0.8677266958018081,0.9143383481731655,0.9154626498616661,0.9132168046611469,0.9470810049304557
holdout_2020_2023_vs_2024_2025,dummy,0.7515856236786469,0.7049683293745052,0.5,0.8269576827073779,0.7049683293745052,1.0,
holdout_2020_2023_vs_2024_2025,logistic_regression,0.7515856236786469,0.7049683293745052,0.8652225478006315,0.8947990543735225,0.9443318259784812,0.8502035659132388,0.9403264994833911
holdout_2020_2023_vs_2024_2025,random_forest,0.7515856236786469,0.7049683293745052,0.8785359831697432,0.9108104175760221,0.9451910010569229,0.8788431840516636,0.9446800347165725
holdout_2020_2023_vs_2024_2025,gradient_boosting,0.7515856236786469,0.7049683293745052,0.8593388479415915,0.9204711786436188,0.9140365448504983,0.9269970518040151,0.9489771030085576
rolling_test_2021,dummy,0.6964285714285714,0.6909480449919657,0.5,0.817231548938866,0.6909480449919657,1.0,
rolling_test_2021,logistic_regression,0.6964285714285714,0.6909480449919657,0.8143276503701316,0.8425925925925926,0.921731123388582,0.775968992248062,0.8864159714105303
rolling_test_2021,random_forest,0.6964285714285714,0.6909480449919657,0.8133670549353109,0.8550308008213552,0.9091703056768559,0.8069767441860465,0.8914809291577661
rolling_test_2021,gradient_boosting,0.6964285714285714,0.6909480449919657,0.7571715502532479,0.8606152677554121,0.8436336559940432,0.8782945736434109,0.8667136888208189
rolling_test_2022,dummy,0.6923985821189445,0.7251440922190202,0.5,0.8406765504280643,0.7251440922190202,1.0,
rolling_test_2022,logistic_regression,0.6923985821189445,0.7251440922190202,0.8311040491067563,0.8777166797590993,0.9280177187153932,0.8325881768504719,0.9028724822077205
rolling_test_2022,random_forest,0.6923985821189445,0.7251440922190202,0.8436818608272962,0.8918779099844801,0.9303831624392876,0.8564331843020367,0.9148812535036028
rolling_test_2022,gradient_boosting,0.6923985821189445,0.7251440922190202,0.8051140717707119,0.8975369458128079,0.8900830483634588,0.905116741182315,0.9157549974966128
rolling_test_2023,dummy,0.7095014111006586,0.7288299155609168,0.5,0.8431481998325425,0.7288299155609168,1.0,
rolling_test_2023,logistic_regression,0.7095014111006586,0.7288299155609168,0.8594986341163457,0.8977608054157264,0.9437956204379562,0.8560079443892751,0.9293346632881808
rolling_test_2023,random_forest,0.7095014111006586,0.7288299155609168,0.8635945180886817,0.9066895368782161,0.9409042363830544,0.874875868917577,0.9332009857450987
rolling_test_2023,gradient_boosting,0.7095014111006586,0.7288299155609168,0.84328517106235,0.9170651277823578,0.9136005256241787,0.9205561072492552,0.9371322451027859
rolling_test_2024,dummy,0.717970401691332,0.7018504531722054,0.5,0.8248086097858649,0.7018504531722054,1.0,
